"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Research and application of computer data mining technology in energy saving and emission reduction of thermal power plant","Y. Ming","Huadian Electric Power Research Institute Co., Ltd., Hangzhou, China","2020 5th International Conference on Mechanical, Control and Computer Engineering (ICMCCE)","13 May 2021","2020","","","2031","2040","Over the past few years, the shortage of coal supply leads to higher coal price, majority of power plants burned blended coal instead of designed coal as the main energy source, which leads to a significant decrease in boiler efficiency and combustion performance. Improving boiler efficiency, reducing coal consumption and energy conservation are critical tasks for power plant. Boiler operating at the optimal combustion stage can increase the economic efficiency of combustion and reduce NOx emission. Optimization can be achieved through adjustment made by manual and automatic control system with accurate real-time relevant combustion data. Due to technology restriction, system can not obtain accurate measurements such as coal ash content and air content in the furnace and without accurate information the system can not operate. This paper focuses on the calculation model run by powerful data mining computer to find the optimal operation stage through inputting parameters such as low calorific value of coal, oxygen content of flue gas, mixed air volume of mill inlet and carbon content of fly ash of thermal system of thermal power unit into DCS system. Throughout a two years test and trial, the system has achieved remarkable results, it can obtain a more accurate measurement than the existing equipment. Finally, it is officially implemented to AGC, Rb, coordination, analog control system and consumption difference analysis system and successfully achieve the purpose of energy conservation and emission reduction.","","978-1-6654-2314-4","10.1109/ICMCCE51767.2020.00443","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9421674","coal fired boiler;low calorific value of coal;oxygen content of flue gas;mixed air volume of mill inlet and carbon content of fly ash;soft-sensing;automatic control;boiler efficiency;optimal oxygen content;coal consumption for power supply;energy saving and emission reduction","Energy conservation;Thermal engineering;Coal;Carbon dioxide;Boilers;Combustion;Real-time systems","","","","9","IEEE","13 May 2021","","","IEEE","IEEE Conferences"
"Assessment Method of the Impact of Energy Policies on Carbon Emission Reduction in the Power System by Using Chronological Operation Simulation","X. Chen; D. Yan; R. Fang; Z. Dong; B. Zhu; T. Li; X. Ai; J. Fang","State Grid Hubei Economic Research Institute, Wuhan, China; State Grid Hubei Economic Research Institute, Wuhan, China; State Grid Hubei Economic Research Institute, Wuhan, China; State Grid Hubei Economic Research Institute, Wuhan, China; State Key Laboratory of Advanced Electromagnetic Technology, Huazhong University of Science and Technology, Wuhan, China; State Key Laboratory of Advanced Electromagnetic Technology, Huazhong University of Science and Technology, Wuhan, China; State Key Laboratory of Advanced Electromagnetic Technology, Huazhong University of Science and Technology, Wuhan, China; State Key Laboratory of Advanced Electromagnetic Technology, Huazhong University of Science and Technology, Wuhan, China",2023 IEEE 7th Conference on Energy Internet and Energy System Integration (EI2),"9 May 2024","2023","","","3299","3304","Energy policies play a major role in the development of the power system's low-carbon future and are a crucial tool for macroeconomic regulation. The lack of quantitative research on energy policies, however, is a significant obstacle to the development of low-carbon transformation routes. In order to create a chronological operation simulation (COS) model that takes these policies into account, this paper first chooses a number of common energy policies. This paper then constructs a carbon reduction indicator evaluation system to assess the effectiveness of carbon reduction policies. Finally, based on the Hubei power system, this paper conducts simulation analyses for the years 2025, 2030, 2045, and 2060. Using the simulation analysis results, this paper calculates the indicators and evaluated and ranked the various policy scenarios using the Analytic Hierarchy Process (AHP), Entropy Weight Method (EWM), and Set Pair Analysis Theory (SPA). Based on the ranking results, the recommendations for policy transformation pathways are provided.","","979-8-3503-4509-4","10.1109/EI259745.2023.10512459","National Key R&D Program of China(grant numbers:2022YFB2404000); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10512459","carbon peak and carbon neutrality (CPCN);energy policies;chronological operation simulation (COS);indicator evaluation framework","Biological system modeling;Power system dynamics;Energy Internet;System integration;Carbon neutral;Regulation;Entropy","","","","20","IEEE","9 May 2024","","","IEEE","IEEE Conferences"
"Carbon-Oriented Electricity Network Planning and Transformation","Y. Tao; J. Qiu; S. Lai; J. Zhao; Y. Xue","School of Electrical and Information Engineering, The University of Sydney, Sydney, NSW, Australia; School of Electrical and Information Engineering, The University of Sydney, Sydney, NSW, Australia; School of Electrical and Information Engineering, The University of Sydney, Sydney, NSW, Australia; School of Science and Engineering, The Chinese University of Hong Kong, Shenzhen, China; State Grid Electric Power Research Institute, Nanjing, China",IEEE Transactions on Power Systems,"19 Feb 2021","2021","36","2","1034","1048","The acceleration of distributed energy resources and carbon pricing policies have compelled utilities to act and to prioritize carbon-constrained infrastructure augmentation in their capital programs. To implement various carbon emission reduction policies, power system transmission planning has become more challenging. The existing energy system will face massive retirement of coal-fired power plants (CFPPs), large scale integration of renewable energy and network expansion. In this paper, an electricity network planning and transformation roadmap, which has two milestones, is put forward. In the first stage, a mathematical model is proposed based on the average cost of carbon emission reduction to realize the cooperation of CFPPs retirement and renewable energy investment. It can help the network carry out the transition from a fossil-fuel dominated system to a low-carbon oriented system. Because of the promising prospect of power-to-gas (P2G) technology, in the second milestone, a method based on carbon emission flow (CEF) is employed to help the power-to-gas stations (P2GSes) to select the construction site and capacity. The gas network constraints are modeled to guarantee that P2GSes can work smoothly without energy flow congestion in both electricity and gas networks. According to the simulation results in case studies, our method can reach the emission reduction target more economically and effectively, and the P2GSes can produce and absorb clean energy.","1558-0679","","10.1109/TPWRS.2020.3016668","National Natural Science Foundation of China(grant numbers:91746118); Shenzhen Municipal Science and Technology Innovation Committee(grant numbers:ZDSYS20170725140921348,JCYJ20170410172224515,JCYJ20160510153103492); NARI; ARC(grant numbers:IH180100020,IC200100023); Sir William Tyree Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9167449","Power system planning;coal-fired power plants retirement;carbon emission flow;power to gas stations","Retirement;Renewable energy sources;Carbon dioxide;Generators;Planning;Investment;Indexes","","66","","44","IEEE","14 Aug 2020","","","IEEE","IEEE Journals"
"The European Green Deal - What's in it for Photovoltaics?","A. Jäger-Waldau; G. Kakoulaki; I. Kougias; N. Taylor","European Commission Joint Research Centre (JRC), Ispra, Italy; European Commission Joint Research Centre (JRC), Ispra, Italy; European Commission Joint Research Centre (JRC), Ispra, Italy; European Commission Joint Research Centre (JRC), Ispra, Italy",2020 47th IEEE Photovoltaic Specialists Conference (PVSC),"5 Jan 2021","2020","","","0927","0931","The first European Renewable Energy Directive had a time horizon from 2009 until 2020. The effects of this directive were the drafting of roadmaps describing how the Member States of the European Union planned to reach their respective renewable energy targets, while building confidence in investors to back the sector. Photovoltaic (PV) installations saw a significant and fast increase between 2009 and 2013, but this trend was followed by a period of market inactivity. What can we now expect from the follow-up RED-II Directive with a time horizon until 2030? The lessons learned during the past 10 years highlight that only solar PV and wind have the necessary market potential to allow the EU to reach its overall renewables target.","0160-8371","978-1-7281-6115-0","10.1109/PVSC45281.2020.9300767","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9300767","Renewable Energy Directive;European Green Deal;PV market;greenhouse gas reduction;solar power generation;photovoltaics","Europe;Photovoltaic systems;Renewable energy sources;Green products;Buildings;Meteorology;Law","","1","","23","EU","5 Jan 2021","","","IEEE","IEEE Conferences"
"Graph-Based Calculation of Residual Carbon Intensity in Regional Power Grids Considering Green Power Transactions","J. Xie; Y. Tang; X. Yang; G. Liu; Y. Lu; X. Niu","State Grid Sichuan Electric Power Company, Chengdu, China; Univers, Santa Clara, California, USA; State Grid Sichuan Electric Power Company, Chengdu, China; Univers, Santa Clara, California, USA; State Grid Sichuan Electric Power Company, Chengdu, China; State Grid Sichuan Electric Power Company, Chengdu, China",2024 IEEE 2nd International Conference on Power Science and Technology (ICPST),"26 Jul 2024","2024","","","2287","2292","The calculation of electricity carbon intensity serves as the foundation for setting and achieving carbon emission reduction goals. Understanding electricity carbon intensity from various dimensions is instrumental in formulating and advancing sustainable development strategies. By utilizing regional residual electricity and local power generation to calculate carbon emissions, the actual carbon emission status of the regional power system can be accurately and comprehensively assessed. This supports the formulation of climate change mitigation policies and the promotion of green energy capacity. This paper initially constructed a graph data model integrating the power grid and carbon emission models based on a graph database. Subsequently, through the quantitative comparison of power generation and load in the regional power grid, the grid was categorized into three types: power output region, power input region, and power self-balancing region. Following this, a calculation method for the residual carbon emission intensity in regional power grids considering green energy transactions was proposed for each type of regional power grid. This addressed the deficiency in the current accounting methods for residual carbon in regional power systems when considering scenarios involving green energy transactions. Finally, using the provincial-level power grids as target regions, simulation data for a trading cycle with green energy was employed to calculate residual carbon emission intensity. A comparative analysis was conducted with the power generation carbon intensity and electricity consumption carbon intensity within the regional power grid.","","979-8-3503-4903-0","10.1109/ICPST61417.2024.10601861","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10601861","Electricity carbon analysis;residual carbon intensity;green power trading;graph database;graph computing","Green energy;Climate change;Databases;Electricity;Carbon dioxide;Power grids;Data models","","","","17","IEEE","26 Jul 2024","","","IEEE","IEEE Conferences"
"The Co-benefits of Renewable Energy Policies in Japan: Barriers and Ways Forward","T. Etsujiro","Sustainable Governance Center, Institute for Global Environmental Strategies, Japan","2020 International Conference and Utility Exhibition on Energy, Environment and Climate Change (ICUE)","11 Jan 2021","2020","","","1","6","In recent years, many counties have intensified efforts to address the climate emergency. In Japan, these efforts have often built upon policies and plans to promote renewable energy that followed the 2011 Great East Japan Earthquake. Further many of these policies and plans deliver important benefits beyond mitigating climate change such as reductions in air pollution. Achieving these benefits will require both a clear understanding of the magnitude of co-benefits and strategies for overcoming barriers to achieving them. The main purpose of this paper is to describe the policies that can deliver co-benefits from renewable energy in Japan; analyze the technical, social and political barriers to implementing those policies; present a simple method for quantifying co-benefits from those policies; and underline how a concept called Regional Circulating and Ecological Sphere (CES) can provide a useful framework for moving past key barriers.","","978-1-7281-8334-3","10.1109/ICUE49301.2020.9306987","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9306987","Co-benefits;Energy Policy in Japan;Regional Circular and Ecological Sphere;Regional Revitalization;Renewable Energy","Renewable energy sources;Power generation;Wind power generation;Solar power generation;Government;Climate change;Power systems","","1","","14","IEEE","11 Jan 2021","","","IEEE","IEEE Conferences"
"Analysis of Renewable Energy and Development Path of New Power System under China’s “Dual-Carbon” Situation","H. Ke; H. He; Y. Zhou; Z. Li","Guodian Nanjing Automation Co., Ltd, Institute of Intelligent Device and Control Research, Nanjing, China; Guodian Nanjing Automation Co., Ltd, Institute of Intelligent Device and Control Research, Nanjing, China; Guodian Nanjing Automation Co., Ltd, Institute of Intelligent Device and Control Research, Nanjing, China; Guodian Nanjing Automation Co., Ltd, Institute of Intelligent Power Distribution Terminal Research, Nanjing, China",2022 IEEE Sustainable Power and Energy Conference (iSPEC),"7 Feb 2023","2022","","","1","4","China’s strategic goal of “carbon peak, carbon neutrality” has a huge impact on the new power system. This paper analyzes China’s primary energy consumption, renewable energy proportion, electricity consumption and targets for capacity of photovoltaics and wind turbines. The key development path suitable for China’s new power system are significantly discussed. Results show that it is vital to control the installed capacity of coal power plant strictly, keep the wind power and photovoltaic as main increment, accelerate construction of energy storage and pumped water storage, support nuclear power as base-load supply, strengthen construction of ultra-high voltage (UHV) grid, establish electricity spot market. All those approaches are designated to increase penetration of clean energy and promote reform of the new power system.","","978-1-6654-8522-7","10.1109/iSPEC54162.2022.10033067","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10033067","carbon neutrality;renewable energy;new power system","Photovoltaic systems;Renewable energy sources;Water storage;Coal;Carbon neutral;Wind power generation;Power systems","","5","","8","IEEE","7 Feb 2023","","","IEEE","IEEE Conferences"
"How Advanced Conductors are Improving the T&D System and Combating Climate Change","T. David; B. Dave","Public Policy CTC Global Corporation, Irvine, California; Director Technology, Public Policy CTC Global Corporation, Irvine, California",2022 IEEE/PES Transmission and Distribution Conference and Exposition (T&D),"18 Jul 2022","2022","","","01","04","While efforts continue to build a more robust, efficient, and reliable power grid to access more renewable generation resources and support increased electrification, this paper describes the numerous benefits of leveraging advanced conductor technology to further support decarbonization.","2160-8563","978-1-6654-4329-6","10.1109/TD43745.2022.9816899","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9816899","Grid Policy;Modernization;Efficiency;Reliability;Resilience;HTLS Conductors;Fire Mitigation;Transmission","Renewable energy sources;Climate change;Storms;Green products;Low-carbon economy;Conductors;Power grids;Energy efficiency;Fires;Resilience","","1","","14","IEEE","18 Jul 2022","","","IEEE","IEEE Conferences"
"Multi-objective Optimization Dispatch for Regional Integrated Power and Heat Energy System Considering Adjustable Heat Load","Z. Yongjie; L. Yuping; H. Bing; Z. Wei; W. Runyi; C. Dong; S. Yonghui","Guodian Nanjing Automation Co., Ltd., Nanjing, China; Guodian Nanjing Automation Co., Ltd., Nanjing, China; Guodian Nanjing Automation Co., Ltd., Nanjing, China; Guodian Nanjing Automation Co., Ltd., Nanjing, China; Guodian Nanjing Automation Co., Ltd., Nanjing, China; Guodian Nanjing Automation Co., Ltd., Nanjing, China; College of Energy and Electrical Engineering, Hohai University, Nanjing, China",2021 IEEE Sustainable Power and Energy Conference (iSPEC),"24 Mar 2022","2021","","","810","815","A multi-objective optimal scheduling strategy for regional integrated power and heat energy system (RIPHES) considering adjustable heat load (AHL) is proposed in this paper. Firstly, based on the introduction of the basic architecture and characteristics of RIPHES, the component unit models of RIPHES are established. Secondly, the electric energy balance constraint and heat energy balance constraint of RIPHES are set. Then the multi-objective function based on multi-scene optimization operation requirement is established, including energy conservation target, absorption target and emission reduction target. Finally, an integrated multi-objective optimization scheduling model for RIPHES is established, and the effectiveness and feasibility of the model and strategy are verified by example simulation and analysis. The proposed model and strategy can effectively save primary fossil energy, promote new energy consumption and reduce carbon emissions, which can provide theoretical support for the modelling and optimization of key technologies in integrated energy systems.","","978-1-6654-1439-5","10.1109/iSPEC53008.2021.9735669","National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9735669","integrated power and heat energy system;Energy Internet;integrated energy system;adjustable heat load;multi-objective optimal scheduling","Analytical models;Biological system modeling;Optimal scheduling;Carbon dioxide;Systems modeling;Thermal analysis;Thermal loading","","1","","15","IEEE","24 Mar 2022","","","IEEE","IEEE Conferences"
"Low carbon planning of power system based on stepped carbon tax considering thermal power support in the context of 3060","Z. Wang; T. Zhao; X. Xia; J. Luo; Y. Liu; J. Hao","Power Grid Technology Center State Grid Jibei Electric Power Research Institute, Beijing, China; Power Grid Technology Center State Grid Jibei Electric Power Research Institute, Beijing, China; Power Grid Technology Center State Grid Jibei Electric Power Research Institute, Beijing, China; Power Grid Technology Center State Grid Jibei Electric Power Research Institute, Beijing, China; Power Grid Technology Center State Grid Jibei Electric Power Research Institute, Beijing, China; Power Grid Technology Center State Grid Jibei Electric Power Research Institute, Beijing, China",2022 7th Asia Conference on Power and Electrical Engineering (ACPEE),"1 Jun 2022","2022","","","28","34","In the context of '3060', carbon peaking and carbon neutrality of the power system is a daunting task. It is a feasible solution to induce the power system to develop in the low carbon direction by establishing a step carbon trading system. This paper establishes the emission reduction interval and step carbon tax model through mathematical methods, and uses suitable functions to portray the carbon peaking and carbon neutral process. At the same time, this paper considers the role of thermal power units in safeguarding the power system with high proportion of renewable energy, and on this basis, the power system model with carbon reduction target is established. The feasibility of the method in this paper is verified by bringing it into the actual arithmetic ieee-24 node model at the end.","","978-1-6654-1819-5","10.1109/ACPEE53904.2022.9783986","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9783986","3060;carbon tax;thermal power support;power system","Electrical engineering;Renewable energy sources;Thermal engineering;Carbon dioxide;Mathematical models;Power systems;Planning","","1","","17","IEEE","1 Jun 2022","","","IEEE","IEEE Conferences"
"Comparison of Global Warming Potential of alternate and conventional fuel four-wheeler vehicles in India through life cycle analysis","H. N. Shet K; V. S. Moholkar","School of Energy Science and Engineering, Indian Institute of Technology Guwahati, Guwahati, India; Department of Chemical Engineering, Indian Institute of Technology Guwahati, Guwahati, India",2023 IEEE Technology & Engineering Management Conference - Asia Pacific (TEMSCON-ASPAC),"21 May 2024","2023","","","1","6","Due to global warming and its adverse effects, to reduce Greenhouse Gas emissions from the transportation sector there is a strong push for the shift from conventional Internal Combustion Engine Vehicles to so-called clean energy source cars i.e. Battery Electric Vehicles. It can also be observed that there has been a significant penetration of Hybrid Electric Vehicles from many manufacturers in recent days. Though these BEVs and HEVs are claimed to reduce the GHG emissions one has to pay extra money to buy them over conventional ICEVs. So, there is a need to investigate the amount of reduction of GHG emissions and the worthiness of spending the extra money. In this study, we decided to estimate the life cycle GHG emissions of all the 157 vehicle models currently available in India and analyze whether BEVs and HEVs make a real impact in emission reduction. The life cycle GHG emissions include the emissions from the vehicle life cycle and fuel life cycle. The results obtained showed an interesting fact that GHG emissions by BEVs and HEVs are more than ICEVs with a life span travel distance of 80,000 km for all the vehicle–fuel categories. So, one can choose or deny buying an alternate fuel source vehicle depending on their lifetime travel distance.","","979-8-3503-8465-9","10.1109/TEMSCON-ASPAC59527.2023.10531388","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10531388","Life Cycle Analysis;GHG emissions;Global Warming Potential;Well to Tank;Tank to Wheel;Battery Electric Vehicle;Hybrid Electric Vehicle","Life cycle assessment;Analytical models;Engineering management;Internal combustion engines;Companies;Fuels;Automobiles","","","","16","IEEE","21 May 2024","","","IEEE","IEEE Conferences"
"Possible Uses of Biogas for Power Purposes","R. Dimitrov; P. Zlateva","Department Transport Engineering and Technologies, Technical University of Varna, Varna, Bulgaria; Department Transport Engineering and Technologies, Technical University of Varna, Varna, Bulgaria",2019 11th Electrical Engineering Faculty Conference (BulEF),"12 Mar 2020","2019","","","1","4","The article explores the possibilities of using biogas for power purposes. First of all, it studies the use of biogas as fuel of great potential and significant socio-economic benefits, being a renewable energy source at the same time. Second the utilization of biogas could contribute to a considerable reduction in harmful emissions into the atmosphere. In addition, biogas is an extremely important greenhouse gas characterized by a high methane and carbon dioxide content of the ratios of around 60/40%. It can then be concluded that all these aspects result in the obligatory utilization of biogas for power purposes in the sites of its production such as urban landfills, various farms and places of anaerobic decomposition of organic matter.","","978-1-7281-2697-5","10.1109/BulEF48056.2019.9030756","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9030756","biogas;Power purposes;CO2;CH4;gas-genetaror","Engines;Methane;Production;Heating systems;Combustion;Fuel cells","","8","","20","IEEE","12 Mar 2020","","","IEEE","IEEE Conferences"
"Capacity optimization of WPTP hybrid system in desert areas","S. Ma; O. Li; M. Wang; Y. Li; F. Wu; Y. Jiao","New Energy Research Institute, China Renewable Energy Engineering Institute, Beijing, China; Shanghai Energy Interconnection Research Institute, China Electric Power Research Institute, Shanghai, China; New Energy Research Institute, China Renewable Energy Engineering Institute, Beijing, China; College of Energy and Electrical Engineering, Hohai University, Nanjing, China; College of Energy and Electrical Engineering, Hohai University, Nanjing, China; College of Energy and Electrical Engineering, Hohai University, Nanjing, China","2024 IEEE 4th International Conference on Power, Electronics and Computer Applications (ICPECA)","25 Mar 2024","2024","","","688","692","A reasonable system capacity allocation scheme is basis for the utilization of renewable energy. Firstly, based on environment of desert areas, a capacity optimization model of WPTP hybrid system is established. Then, to study the substitution of pumped storage units to certain thermal power units in the system, a comparative example of WPT power generation hybrid system is set. Finally, the capacity configuration results and indexes are analyzed to verify the advantages of pumped storage as an alternative to thermal power.","","979-8-3503-5958-9","10.1109/ICPECA60615.2024.10471032","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10471032","capacity optimization;pumped storage;desert areas;mixed-integer linear programming;carbon emission reduction","Renewable energy sources;Desertification;Hybrid power systems;Regulation;Power electronics;Thermal analysis;Resource management","","","","13","IEEE","25 Mar 2024","","","IEEE","IEEE Conferences"
"The Impact of Cap-and-Trade Mechanisms and Bank Credit on Renewable Energy Investment","W. Chen; Y. Zhang; H. Yang","College of Management Science, Chengdu University of Technology, Chengdu, China; College of Management Science, Chengdu University of Technology, Chengdu, China; School of Business Administration, Anhui University of Finance and Economics, Bengbu, China",IEEE Transactions on Engineering Management,"4 Apr 2024","2024","71","","7379","7394","In this work, the bank credit enriches renewable energy investment channels, and the optimal equilibrium solutions under no cap-and-trade mechanism (NM), the grandfathering mechanism (GM), and the benchmarking mechanism (BM) are derived and compared. The main results are as follows: First, from the perspective of environmental performance, both GM and BM are more conducive to promoting the electricity generator's renewable energy investment than NM, in which the BM perform far better than the GM. Second, from the perspective of economic performance, BM and NM may be the unique equilibrium mechanisms, depending on the unit and total carbon quotas. Third, to tradeoff the environment and economic performance, BM is the optimal mechanism in the long term to obtain a win-win-win outcome for the renewable energy investment, the electricity generator and retailer, and consumer surplus. Although GM always hurts the electricity retailer and consumer surplus under any situation, the electricity generator may be beneficial, and the total carbon emission is also the least. Therefore, some mechanisms, like profit distribution, can lead GM to become the optimal mechanism. Finally, raising bank credit rates is neither conducive to renewable energy investment and economic performance nor to carbon emission reduction.","1558-0040","","10.1109/TEM.2023.3245088","Natural Science Foundation of Sichuan Province(grant numbers:23NSFSC4657); Anhui Provincial University Scientific Research(grant numbers:2022AH050600); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10058527","Bank credit;cap-and-trade mechanisms;renewable energy investment","Renewable energy sources;Investment;Emissions trading;Carbon dioxide;Generators;Government;Carbon tax","","4","","39","IEEE","3 Mar 2023","","","IEEE","IEEE Journals"
"Performance Comparison of the 1.2 Megawatt Photovoltaic Power Plant with a Hybrid Concentrated Solar Power/Fossil Fuel system in Iran","M. Nikbakht; B. Moradi; M. M. Omrani","Chemical Engineering Department, Sistan and Baluchestan University, Zahedan, Iran; NA; Faculty of Mechanical and Energy Engineering, Shahid Beheshti University, Tehran, Iran",2019 Iranian Conference on Renewable Energy & Distributed Generation (ICREDG),"19 Jun 2020","2019","","","1","6","Greenhouse gas emission increased in recent years and it is the main reason for global warming. To overcome the challenges, sustainable and renewable energy sources are required. In this paper, an economic analysis fulfilled for 1.2-megawatt photovoltaic power plant with different tracking systems in several cities of Iran by RETScreen software. Moreover, results compared with the same capacity hybrid of concentrated solar power and fossil fuel power plant under several scenarios. The results show that the two-axis tracker photovoltaic power plant has 48% more capacity factor than a fixed state. Also, using the tracking system for the photovoltaic power plant and a thirty percent reduction in capital expenditure for the concentrated solar power system decreased the levelized cost of electricity by 21% and 28%, respectively. The minimum levelized cost of electricity is achieved US$ 0.084/kWh. Also, it was found that the concentrated solar power system reduces greenhouses gas emission two times more than the same capacity of photovoltaic. Finally, the concentrated solar power has a better economic, environmental and technical performance than the photovoltaic system in the future.","2325-9280","978-1-7281-4721-5","10.1109/ICREDG47187.2019.194161","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9086375","Photovoltaic;capacity factor;tracker system;concentrated solar power;cost of energy","","","","","24","IEEE","19 Jun 2020","","","IEEE","IEEE Conferences"
"Optimal Dispatch of Novel Power System Considering Tail Gas Power Generation and Fluctuations of Tail Gas Source","X. Tong; Y. Zhang; Z. Zhu","State Gird Hami Electric Power Supply Company, Hami, China; State Gird Hami Electric Power Supply Company, Hami, China; Chongqing University School of Electrical Engineering, Chongqing, China","2022 5th International Conference on Energy, Electrical and Power Engineering (CEEPE)","1 Jun 2022","2022","","","893","899","Tail gas power generation is an effective way to handle tail gas, which can avoid environmental pollution and improve the utilization of fossil energy. Currently, the tail gas power generation is not incorporated into the power system dispatch. Uncontrolled tail gas power generation occupy the generation of renewables. Moreover, fluctuations of tail gas power generation caused by random tail gas sources challenge the security of the power system operation. Therefore, it is necessary to achieve stable and reasonable power generation of tail gas by incorporating it into the power system dispatch. The difficulty lies in how to handle the fluctuations of tail gas resources. With this in mind, an optimal dispatch method for the power system considering the tail gas power generation is proposed in this paper. The detailed tail gas power generation model is proposed. The target of keeping the level of the gas tank (a device for storing the tail gas) at the middle level is considered, which ensures the capability of handling the fluctuations of tail gas sources.","","978-1-6654-7905-9","10.1109/CEEPE55110.2022.9783268","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9783268","tail gas power generation;tail gas source fluctuation;gas tank level;power system dispatch","Renewable energy sources;Power engineering;Fluctuations;Pollution;Tail;Power systems;Security","","2","","12","IEEE","1 Jun 2022","","","IEEE","IEEE Conferences"
"Research on the Scale and Demand of Pumped Storage Development under Carbon Neutrality Targets","Y. Zhang; B. Ding; S. Hou; X. Qin; T. Zhao; R. Pan; H. Wang; J. Wang","Pumped-Storage Technological & Economic Research Institute, State Grid Xinyuan Co., Ltd., Beijing, China; School of Automation Beijing Information Science And Technology University, Beijing, China; China Electric Power Research Institute, Beijing, China; School of Automation Beijing Information Science And Technology University, Beijing, China; Pumped-Storage Technological & Economic Research Institute, State Grid Xinyuan Co., Ltd., Beijing, China; China Electric Power Research Institute, Beijing, China; Pumped-Storage Technological & Economic Research Institute, State Grid Xinyuan Co., Ltd., Beijing, China; Pumped-Storage Technological & Economic Research Institute, State Grid Xinyuan Co., Ltd., Beijing, China","2024 3rd International Conference on Energy, Power and Electrical Technology (ICEPET)","13 Aug 2024","2024","","","391","398","In the context of the new power system, the role of pumped storage in ensuring power supply security, maintaining the stability of the power system, and facilitating the accommodation of clean energy continues to be highlighted. To further consider the comprehensive effects of factors such as the development of wind and solar energy in power planning, the transition of coal-fired power to regulating power sources, and cross-regional power resource sharing, this article proposes an optimized configuration method for pumped storage that takes into account the multi-element characteristics of sources, grids, loads, and storage in the new power system. While ensuring the safe and stable operation of the power system and considering regional carbon emission constraints, the optimization objective is to minimize the sum of investment costs, fixed operation and maintenance costs, and variable operating costs. This is achieved through 8760 hours of generating simulation based on time-series, which determining the capacity configuration scale of pumped storage in typical regions. This article proposes macro development suggestions for the future layout and construction sequence of pumped storage capacity in the national power system under the constrain of typical scenarios of carbon reduction and a typical power planning structure as the boundary in the stages of carbon peaking and carbon neutrality. The results indicate that rational configuration of pumped storage can effectively reduce carbon emissions from the system in different regions nationwide at the stages of carbon peaking and carbon neutrality. Furthermore, accelerating the planning and construction of pumped storage can significantly alleviate the accommodation issues caused by large-scale wind and solar power grid connections.","","979-8-3503-5265-8","10.1109/ICEPET61938.2024.10626163","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10626163","new power system;pumped storage;optimized configuration;carbon emissions","Costs;Wind energy;Solar energy;Carbon neutral;Power system stability;Power grids;Planning","","","","11","IEEE","13 Aug 2024","","","IEEE","IEEE Conferences"
